p_name|p_bookID|p_authname|p_date
Thomas Nelson|8205|Laura Ingalls Wilder/Stephen W. Hines|5/8/2006
Harmony|8206|Tim Freke/Peter Gandy|6/27/2006
University of Chicago Press|8213|Jean-Luc Marion/Stephen E. Lewis|11/15/2006
Northwestern University Press|8214|Hans Jonas/Lawrence Vogel/Eleonore Jonas|2/28/2001
HarperTrophy|8218|Melissa Wiley/Renée Graef|5/8/2001
Avon|8221|Donald Zochert|5/1/1977
HarperCollins|8227|Laura Ingalls Wilder/Renée Graef|9/15/1995
HarperFestival|8228|Laura Ingalls Wilder/Cherry Jones|6/13/2006
Winter on the Farm (My First Little House)|8230|Laura Ingalls Wilder/Renée Graef/Jody Wheeler|9/6/1997
HarperCollins|8233|Laura Ingalls Wilder/Renée Graef|2/2/2000
Harper Trophy|8244|Cynthia Rylant/Jim LaMarche|6/1/2004
Doubleday Books for Young Readers|8246|Laura Ingalls Wilder/Richard  Hull|10/13/1998
University of Massachusetts Press|8247|Ann Romines|11/21/1997
HarperFestival|8249|Laura Ingalls Wilder/Cherry Jones/Paul Woodiel|3/28/2006
HarperTrophy|8252|Laura Ingalls Wilder/Garth Williams|1/1/2007
HarperTrophy|8253|Laura Ingalls Wilder/Garth Williams|1/1/2007
HarperCollins|8254|Laura Ingalls Wilder/Renée Graef/Heather Henson|10/6/1999
HarperCollins|8255|Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier|3/21/1998
HarperCollins|8256|Laura Ingalls Wilder/Renée Graef|9/20/1997
HarperTrophy|8282|Laura Ingalls Wilder/Garth Williams|1/1/2007
HarperCollins|8285|Laura Ingalls Wilder/Doris Ettlinger|9/5/1998
HarperCollins|8290|Laura Ingalls Wilder/Renée Graef|1/16/1999
HarperTrophy|8296|Laura Ingalls Wilder/Garth Williams|1/2/2007
HarperCollins|8298|Barbara M. Walker/Garth Williams|9/7/1989
HarperTrophy|8322|Laura Ingalls Wilder/Garth Williams|1/1/2007
HarperTrophy|8335|Rose Wilder Lane|10/1/1985
HarperTrophy|8337|Laura Ingalls Wilder/Garth Williams|1/1/2007
Dorling Kindersley Children|8359|David Burnie|9/15/1997
DK|8362|David Burnie/Don E. Wilson|9/19/2005
Disney Enterprises|8370|Melody Malmberg/Walt Disney Company|5/1/1998
Alfaguara|8373|Sergio Ramírez|7/1/2006
DK Children|8417|David Burnie/Peter K. Chadwick|6/14/2000
Time Life Medical|8428|David Burnie|5/24/1999
Random House Books for Young Readers|8486|Jeanne DuPrau|4/1/2006
Eminent Lives|8489|Karen Armstrong|10/17/2006
Crossway Books|8492|Frank E. Peretti|3/11/2004
Summit University Press|8494|Elizabeth Clare Prophet|9/21/2017
Doubleday Books for Young Readers|8495|Mary O'Neill/John Wallner|4/1/1990
Everyman's Library|8499|Simone de Beauvoir/H.M. Parshley/Margaret Crosland|3/18/1993
Vintage Classics|8500|Simone de Beauvoir/H.M. Parshley|8/7/1997
Beacon Press|8501|Mary Daly|1/3/1986
Oxford University Press  USA|8506|R.B. Bernstein|9/15/2005
Applewood Books|8508|Thomas Jefferson|8/1/2006
Penguin Workshop|8510|Dennis Brindell Fradin/Nancy Harrison/John   O'Brien|7/28/2003
Ballantine Books|8515|Monty Roberts/Lucy Grealy/Lawrence Scanlan|11/28/1998
Putnam Publishing Group|8520|Dick Francis|10/1/2006
G.P. Putnam's Sons|8522|Dick Francis|2/3/2004
G.P. Putnam's Sons|8523|Dick Francis|4/5/2005
G.P. Putnam's Sons|8525|Dick Francis|1/6/2004
G.P. Putnam's Sons|8528|Dick Francis|7/5/2006
G.P. Putnam's Sons|8529|Dick Francis|10/4/2005
G.P. Putnam's Sons|8532|Dick Francis|12/7/2004
G.P. Putnam's Sons|8533|Dick Francis|4/6/2004
G.P. Putnam's Sons|8536|Dick Francis|6/6/2006
Jove|8537|Dick Francis|9/1/1998
G.P. Putnam's Sons|8538|Dick Francis|1/4/2005
G.P. Putnam's Sons|8540|Dick Francis|11/2/2004
G.P. Putnam's Sons|8541|Dick Francis|2/7/2006
G.P. Putnam's Sons|8542|Dick Francis|8/3/2004
G.P. Putnam's Sons|8544|Dick Francis|9/7/2004
G.P. Putnam's Sons|8545|Dick Francis|5/4/2004
G.P. Putnam's Sons|8546|Dick Francis|3/2/2004
Fawcett Books|8548|Dick Francis|12/29/1993
Jove|8551|Dick Francis|8/1/1999
G.P. Putnam's Sons|8552|Dick Francis|5/3/2005
G.P. Putnam's Sons|8557|Dick Francis|12/6/2005
G.P. Putnam's Sons|8559|Dick Francis|7/6/2004
G.P. Putnam's Sons|8568|Dick Francis|2/1/2005
Michael Joseph|8572|Dick Francis|10/3/2000
G.P. Putnam's Sons|8574|Dick Francis|6/7/2005
Fawcett|8581|Dick Francis|7/12/1987
Fawcett|8582|Dick Francis/John Welcome|3/22/1992
Putnam Adult|8583|Dick Francis|11/10/1997
Jove|8586|Dick Francis|4/1/2000
G.P. Putnam's Sons Books for Young Readers|8598|Lynne Truss/Bonnie Timmons|7/25/2006
Profile Books|8601|Lynne Truss|10/24/2005
Robert Rose|8614|Ian Hemphill/Kate Hemphill|9/14/2006
W. W. Norton  Company|8627|Patrick O'Brian|10/17/2003
W. W. Norton  Company|8628|Tom McGregor|10/17/2003
Blackstone Audiobooks|8630|Patrick O'Brian/Simon Vance|10/1/2005
Avon|8632|Karen Hawkins|2/28/2006
Routledge|8643|Timothy D. Taylor|10/14/2001
Counterpoint LLC|8645|Timothy  Taylor|9/25/2003
Dial Press Trade Paperback|8646|Mary Lawson|1/13/2003
Tor Books|8648|Orson Scott Card/Piotr W. Cholewa|7/15/1996
Da Capo Press|8656|John Dickson Carr/Daniel Stashower|11/11/2003
Penguin Books|8660|Arthur Conan Doyle/Philip Gooden|9/3/2002
Edimat Libros|8661|Arthur Conan Doyle/Javier Gomez Rea|4/1/2005
Bantam|8675|Tom Robbins|8/29/2006
Free Press|8676|Anthony Robbins/Kenneth H. Blanchard/Jason Winters|12/22/1997
Saunders|8677|Edward C. Klatt/Vinay   Kumar|11/12/2004
Bantam|8680|Tom Robbins|5/29/2001
No Exit Press|8682|Tom Robbins|4/9/2001
Del Rey|8694|Douglas Adams|4/26/2005
Picador USA|8698|Douglas Adams|3/8/2002
Random House Audio Publishing Group|8703|Douglas Adams/Martin  Freeman|6/1/2006
J'ai Lu|8704|Terry Jones/Marie-Catherine Caillava|11/30/2001
Picador USA|8706|Douglas Adams|3/8/2002
Harmony|8710|Douglas Adams|10/11/1994
Klincksieck|8712|Hélène Greven-Borde|11/1/1998
Doubleday Books|8713|Gore Vidal|11/7/2006
Rodale Books|8714|Al Gore|5/24/2006
Penguin Books|8715|Gore Vidal|9/1/1996
Vintage|8716|Gore Vidal|2/15/2000
Vintage|8722|Gore Vidal|2/15/2000
Random House Trade|8725|Ruth Reichl|4/9/2002
Random house|8726|Ruth Reichl|1/1/2001
Simon  Schuster|8737|Nikos Kazantzakis/Peter A. Bien|3/1/1998
Harlequin Temptation|8738|Leslie Kelly|5/31/2005
St. Martin's Paperbacks|8741|Val McDermid|3/1/2005
Faber  Faber|8742|Nikos Kazantzakis/Peter A. Bien|11/10/1995
Virago UK|8744|Waris Dirie/Jeanne D'Haem|6/1/2004
William Morrow Paperbacks|8745|Waris Dirie/Cathleen Miller|3/15/2011
Virago UK|8746|Waris Dirie/Corinna Milborn/Sheelagh Alabaster|11/1/2005
Albin Michel|8750|Waris Dirie/Jeanne d' Haem|11/1/2002
Longman|8758|Joanna Strange|2/19/2001
Ebury Press|8761|W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning|11/8/2001
Knopf Publishing Group|8765|Nora Ephron|8/1/2006
Ballantine Books|8766|Susan  Jeffers|12/26/2006
DK Publishing|8767|Jennifer Quasha/Deni Brown/Dawn Sirett|2/15/2003
HarperCollins|8768|Jamie Lee Curtis/Laura Cornell|7/31/2007
DK Children|8770|Anne Millard|9/19/2001
Albert Whitman  Company|8771|Nancy Cote/Cornelia Maude Spelman|1/1/2000
Disney Press|8773|Julie Aigner-Clark/Nadeem Zaidi|11/1/2003
Amistad|8787|Corinne Hofmann/Peter Millar|10/10/2006
Scholastic Paperbacks|8797|Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden|8/1/2006
Mondadori|8799|Dave Eggers/María Victoria Alonso Blanco|3/31/2004
Dover Publications|8801|Thornton W. Burgess/Louis Agassiz Fuertes|4/23/2003
Dover Publications|8804|Thornton W. Burgess/Louis Agassiz Fuertes|9/10/2004
Dover Publications|8808|Thornton W. Burgess/Thea Kliros/Harrison Cady|5/20/1994
W. W. Norton  Company|8809|Anthony Burgess|12/17/1996
Penguin Classics|8810|Anthony Burgess/Blake Morrison|2/24/2000
Penguin Books|8811|Anthony Burgess|9/3/1998
Heyne|8813|Anthony Burgess|3/1/2000
Methuen Drama|8814|Anthony Burgess|3/10/2017
Da Capo Press|8818|Anthony Burgess|7/15/1999
W.W. Norton  Company|8820|Anthony Burgess|8/17/1997
Vintage Classics|8822|Anthony Burgess|5/6/2004
Black Swan|8829|Ben Elton|5/2/2005
Black Swan|8834|Ben Elton|7/1/2003
Holt Paperbacks|8840|Stacy Schiff/Antoine de Saint-Exupéry|2/7/2006
Gallimard Jeunesse|8848|Antoine de Saint-Exupéry|2/1/2004
Simon  Schuster|8852|William Shakespeare|7/1/2013
Barrons Educational Series|8853|William Shakespeare/Alan Durband|4/1/1985
Warner Books|8856|M.C. Beaton|6/1/1999
Warner Books|8858|M.C. Beaton|1/1/2005
Warner Books|8859|M.C. Beaton|7/1/2005
Cliffs Notes|8860|Alex Went|5/30/2000
Warner Books|8861|M.C. Beaton|3/1/2001
Harper Perennial|8862|James Shapiro|6/13/2006
Grosset & Dunlap|8865|Celeste Davidson Mannis/John   O'Brien|12/28/2006
Wings|8875|Pierre Boulle/Xan Fielding|6/6/2000
HarperEntertainment|8879|William T. Quick|3/25/2003
Dark Horse Comics|8880|Ian Edginton|3/5/2002
HarperEntertainment|8881|William T. Quick|6/4/2002
Ballantine Books|8889|William Arrow|4/12/1976
Ballantine Books|8891|William Arrow|6/1/1976
Titan Books Ltd|8895|Ian Edginton|7/27/2001
Award Books|8901|David Gerrold/John William Corrington/Joyce Hooper Corrington|6/1/1973
Crown|8908|Max Brooks|9/12/2006
Modern Library|8909|H.G. Wells/Arthur C. Clarke|3/12/2002
Holt McDougal|8910|Martin  Gilbert|6/1/2004
William Morrow Paperbacks|8915|James L. Stokesbury|1/1/1980
Random House Value Publishing|8916|H.G. Wells|6/24/1987
Dover Publications|8917|H.G. Wells|11/24/2011
Scholastic Paperbacks|8919|H.G. Wells|9/1/2004
Signet|8921|Arthur Conan Doyle/Anne Perry/Sidney Paget|7/1/2001
Naxos Audiobooks|8922|Arthur Conan Doyle/David Timson|3/30/2005
Candlewick Press|8924|Arthur Conan Doyle/Pam Smy|8/22/2006
Abdo Publishing Company|8927|Malvina G. Vogel/Arthur Conan Doyle|1/1/2005
Hachette Books|8930|Jamie Oliver/David Loftus/Chris Terry|11/14/2006
Hachette Books|8931|Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry|11/3/2004
Little  Brown Books for Young Readers|8951|Darren Shan|9/6/2006
Scholastic Paperbacks|8953|Rodman Philbrick|6/1/2001
Penguin Books|8954|Stefan Fatsis|7/30/2002
Little  Brown Young Readers|8960|Darren Shan|9/1/2003
Albury Publishing|8964|D.C. Talk/The Voice of the Martyrs|1/15/1999
Little  Brown Books for Young Readers|8967|Darren Shan|1/18/2008
FaithWords|8969|Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino|10/5/2005
Thunder's Mouth Press Books|8971|Randy Cerveny|12/29/2006
University of Chicago Press|8974|Robert Bogdan|5/15/1990
Bethany House Publishers|8976|D.C. Talk|11/1/2001
Watson-Guptill Publications|8978|Steve  Miller|6/1/2004
Deadite Press (Eraserhead Press)|8988|Andre Duza|4/20/2006
Dr. Master Productions Inc.|8991|Sakurako Gokurakuin/Lindsey Johnston|7/1/2005
Seven Stories Press|9005|Kate Bornstein/Sara Quin|5/2/2006
Anchor Books|9006|David Rakoff|9/12/2006
Citadel|9010|Tucker Max|1/1/2006
Back Bay|9012|David Sedaris|11/1/1998
Lyons Press|9013|Sławomir Rawicz|4/1/2006
Signet|9014|Richard Bachman/Stephen King|4/1/1999
Little  Brown & Company|9018|Nelson Mandela/Kofi Annan/Danny Glover|12/1/2004
Roberts Rinehart Publishers|9019|Nancy M. Armstrong/Paulette Livers-Lambert|7/1/1994
Bantam Press|9030|Erik Larson|4/1/2004
Doubleday|9031|Erik Larson|3/3/2003
Vintage|9051|Marc Bloch/Peter Putnam/Joseph Reese Strayer|3/12/1964
Lawbook Exchange  Ltd.|9058|William Holdsworth|2/1/2010
University of Chicago Press|9060|Richard Hofstadter|11/19/1979
Bedford Books|9066|Edward Countryman|1/1/1999
Books on Tape|9072|Elizabeth Kostova/Paul Michael/Justine Eyre|12/13/2005
Broadway Books|9073|Robert B. Baer|1/7/2003
Avon|9082|Peter Robinson|7/3/2000
East Bay Municipal Utility District|9083|East Bay M. U. D. Staff/Nora Harlow/Jill M. Singleton/Barrie D. Coate/Kristine Sandoe|5/1/2004
National Geographic Society|9099|Leah Bendavid-Val/National Geographic Society|10/1/2004
Amherst Media  Inc.|9100|Bill Hurter|9/28/2004
Piatkus Books|9106|J.D. Robb|12/1/2005
Amherst Media|9107|Jeff   Smith|7/1/2004
Pocket|9118|Oscar Wilde/Michel Etienne/Daniel Mortier|6/4/1998
Express Publishing|9121|Oscar Wilde/Elizabeth  Gray|10/10/1999
W. W. Norton & Company|9122|Oscar Wilde/Donald L. Lawler|1/1/1988
W. W. Norton & Company|9124|Oscar Wilde/Michael Gillespie|8/1/2006
Oxford University Press  USA|9125|Oscar Wilde/Joseph Bristow|11/1/2006
Columbia University Press|9132|Usamah ibn Munqidh/Philip Khuri Hitti/Richard W. Bulliet|6/22/2000
Dover Publications|9140|Gail Grant|6/1/1982
Touchstone|9141|Eliza Gaynor Minden|10/11/2005
Dover Publications|9143|John         Green/Caroline Denzler|7/2/1997
William Morrow Paperbacks|9144|Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan|1/13/1997
DK Children|9148|Barbara  Newman/Gill Tomblin/Darcey Bussell|6/14/2000
Grosset & Dunlap|9149|Alexandra Moss/Veronica Bennett|1/13/2005
Grosset & Dunlap|9151|Alexandra Moss|5/5/2005
Barefoot Books|9153|Jane Yolen|9/1/2004
Grosset & Dunlap|9155|Alexandra Moss|8/3/2006
Anchor|9156|George Balanchine/Francis Mason|5/20/1975
For Dummies|9164|Scott Speck/Evelyn Cisneros|10/3/2003
Dial|9171|Adèle Geras/Shelagh McNicholas/Adèle Geras|3/30/2004
Routledge|9184|Carol Lee|8/11/2002
Grosset & Dunlap|9186|Katharine Holabird/Helen Craig|1/19/2006
Chronicle Books|9203|Janice Ross/Allan Ulrich/Brigitte Lefevre|11/12/2007
Thames  Hudson|9216|Susan Au|6/17/2002
University Press of Florida|9223|John               White|4/20/1996
Starcatcher Press|9236|Jahnna N. Malcolm|9/1/2000
Starcatcher Press|9245|Jahnna N. Malcolm|9/1/2000
Scholastic|9253|Jahnna N. Malcolm|10/1/1989
New Directions|9262|Henry Miller|1/17/1969
Dell|9282|Nicholas Evans|7/30/2002
Sudamericana|9288|Isabel Allende|9/1/2000
HarperCollins Publishers|9298|Marian Keyes|5/27/2003
William Morrow|9299|Marian Keyes|5/9/2006
Arrow|9300|Marian Keyes|7/7/2005
William Morrow Paperbacks|9301|Marian Keyes|1/23/2007
William Morrow Paperbacks|9303|Marian Keyes|1/23/2007
William Morrow Paperbacks|9304|Marian Keyes|9/6/2005
New Island Books|9305|Marian Keyes|12/1/2000
VIZ Media LLC|9325|Hiromu Arakawa/Akira Watanabe|11/21/2006
VIZ Media LLC|9326|Hiromu Arakawa/Akira Watanabe|1/10/2006
Black Swan|9327|Isabel Allende/Magda Botin|8/8/1986
Everyman's Library|9330|Isabel Allende/Madga Bogin/Christopher Hitchens|4/19/2005
Frederick P. Lenz Foundation for American Buddhism|9337|Frederick P. Lenz|1/1/2004
Frederick P. Lenz Foundation for American Buddhism|9338|Frederick P. Lenz|1/1/2003
Simon & Schuster|9345|Jimmy Carter|11/30/2006
Simon  Schuster|9346|Jimmy Carter|9/26/2006
Simon  Schuster|9347|Jimmy Carter|10/16/2001
Regnery Publishing|9349|Steven F. Hayward|3/19/2004
Ballantine Books|9350|Jimmy Carter|10/13/1998
Three Rivers Press (CA)|9351|Jimmy Carter|9/14/1998
Simon  Schuster|9352|Jimmy Carter|11/7/2005
Ballantine Books|9355|John Irving|5/30/2006
Dutton|9361|Ayn Rand|4/21/2005
NAL|9362|Ayn Rand/Leonard Peikoff|12/28/2004
Signet|9363|Ayn Rand|3/3/1992
Random House|9365|Ayn Rand|10/12/1957
No Exit Press|9370|Tom Robbins|3/10/2002
Ballantine Books|9376|Fannie Flagg|9/11/1995
Tarcherperigee|9386|Stephen Nachmanovitch|5/1/1991
W. W. Norton  Company|9409|Rupa Bajwa|6/17/2005
Dell Publishing Company|9416|Sophie Kinsella|11/4/2003
Dell Publishing Company|9417|Sophie Kinsella|11/28/2006
Dell Publishing Company|9418|Sophie Kinsella|12/27/2004
Dell Publishing Company|9419|Sophie Kinsella|8/31/2004
Dial Press|9420|Sophie Kinsella|2/27/2007
Transworld Publishers|9423|Sophie Kinsella|9/14/2000
Riverhead Books|9427|Nuala O'Faolain|10/1/2005
University of Illinois Press|9431|James T. Farrell/Charles Fanning|6/1/1998
Chronicle Books|9435|John  Miller/Stuart Dybek|2/1/2003
Modern Library/Random House (NY)|9438|Aristotle/Richard Peter McKeon/C.D.C. Reeve|8/19/2009
Princeton University Press|9439|Søren Kierkegaard/Walter Lowrie|11/21/1968
Dover Publications|9442|Miguel de Cervantes Saavedra/Stanley Appelbaum|12/23/1998
Random House|9444|Maya Angelou|9/13/1994
Oxford University Press|9454|Georg Wilhelm Friedrich Hegel/A.V. Miller/John Niemeyer Findlay|11/30/1976
Princeton University Press|9456|Georg Wilhelm Friedrich Hegel/Yirmiyahu Yovel|1/17/2005
Indiana University Press|9457|Martin Heidegger/Kenneth Maly/Parvis Emad|8/1/1988
Hackett Publishing Company  Inc.|9462|Plato/John M. Cooper/Benjamin Jowett/Dorothea Frede/Alexander Nehamas/Paul Woodruff/Anthony Kenny/Rosamond Kent Sprague/Nicholas D. Smith/Karen Bell/D.S. Hutchinson/Donald J. Zeyl/Francisco J. González/Diskin Clay/Malcolm Schofield/Glenn R. Morrow/Jonathan Barnes/G.M.A. Grube/Brad Inwood/Mark Joyal/Jackson P. Hershbell/J.M. Edmonds/C.D.C. Reeve/Myles Burnyeat/Nicholas P. White/Mary Louise Gill/C.J. Rowe/Stanley Lombardo/David Gallop/Jeffrey Mitscherling/Richard D. McKiharan Jr./Andrew S. Becker/Mark Reuter/M.J. Levett/Paul        Ryan|5/1/1997
Mayfield Publishing Company (NY)|9464|Christopher Biffle/Plato|12/28/1995
Orchard Books|9475|Jenny Nimmo|3/1/2003
Albert Whitman  Company|9479|Gertrude Chandler Warner|1/1/2003
Modern Library|9484|Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright|11/3/1998
Abingdon Press|9486|Miroslav Volf|12/1/1996
Thomas Nelson|9487|Karen Kingsbury|10/29/2006
Signet|9489|Catherine Coulter|5/1/2000
W.W. Norton & Company|9490|Eduardo Galeano/Cedric Belfrage/Mark Schafer|4/17/1992
Destiny Image Incorporated|9491|Jack Frost|4/1/2006
William B. Eerdmans Publishing Company|9493|William Stacy Johnson|11/1/2006
Pocket Books|9497|Linda Lael Miller|6/1/1991
Harper Perennial|9498|John O'Donohue|3/1/2005
Little  Brown Book Group|9501|Mark Behr|2/1/2001
Ballantine Books|9503|Amy Tan|9/26/2006
Planeta Publishing|9506|Amy Tan/Claudia Conde|8/30/2006
Mariner Books|9507|Julia Briggs|11/6/2006
Penguin Group(CA)|9512|William Shakespeare|10/27/2005
Houghton Mifflin Harcourt|9515|Garry Wills|9/14/2005
Pantheon|9516|Marjane Satrapi/Mattias Ripa|6/1/2004
Pantheon Books|9517|Marjane Satrapi/Anjali Singh|8/2/2005
Pantheon Books|9525|Marjane Satrapi|10/3/2006
Pantheon|9526|Marjane Satrapi/Anjali Singh|4/18/2006
Phoenix Press|9529|Carlos Ruiz Zafón/Lucia Graves|10/5/2005
Hyperion Books|9531|Dave Barry/Ridley Pearson/Greg Call|7/15/2006
Starscape|9532|Orson Scott Card|5/19/2002
Tor Books|9534|Orson Scott Card|12/9/2001
Ballantine Books|9538|Julie Garwood|12/26/2006
Tom Doherty Tor Fantasy|9539|Robert Jordan|10/15/1993
Thomas Nelson|9540|David Horowitz/Richard Poe|8/6/2006
Luna|9542|Michelle Sagara/Michelle Sagara West|7/1/2005
HarperOne|9544|Robert A. Johnson|6/9/2009
Vintage Classics|9550|Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker|5/3/2001
HarperOne|9551|Elisabeth Elliot|9/29/2009
Berkley Books|9553|Christine Feehan|8/26/2003
Vintage Books|9556|Haruki Murakami/Alfred Birnbaum/Jay Rubin|12/1/2003
Vintage|9557|Haruki Murakami/Philip Gabriel|10/3/2002
William Morrow|9558|David     Payne|5/23/2006
No Exit Press|9566|Tom Robbins|4/9/2001
No Exit Press|9567|Tom Robbins|1/5/2002
Bantam Books|9571|Tom Robbins|5/2/2000
Rowohlt Verlag|9577|Tom Robbins/Nikolaus Hansen|12/5/1985
Rowohlt Verlag|9582|Tom Robbins/Pociao/Roberto de Hollanda|6/1/1997
Rowohlt Verlag|9585|Tom Robbins/Pociao/Walter Hartmann|11/2/1998
Dial Press|9590|Kurt Vonnegut Jr.|9/8/1998
Dial Press Trade Paperback|9591|Kurt Vonnegut Jr.|1/12/1999
Dial Press|9592|Kurt Vonnegut Jr.|5/11/1999
Dial Press|9593|Kurt Vonnegut Jr.|1/12/1999
Vintage Classics|9594|Kurt Vonnegut Jr.|8/6/1998
Dial Press|9595|Kurt Vonnegut Jr.|5/11/1999
Washington Square Press|9599|Kurt Vonnegut Jr./Lee Stringer|12/1/2000
Dial Press|9602|Kurt Vonnegut Jr.|5/11/1999
HarperCollins Publishers|9603|Kurt Vonnegut Jr./Ivan Chermayeff|1/1/1980
Wings Books|9605|Kurt Vonnegut Jr.|5/28/1995
William Morrow Paperbacks|9619|Ray Bradbury|4/5/2005
William Morrow|9620|Ray Bradbury|10/17/2006
Bantam Books|9622|Ray Bradbury|4/7/1990
William Morrow|9623|Ray Bradbury|2/1/1999
Collins Design|9626|Ray Bradbury/Dave McKean|8/30/2006
Joshua Odell Editions|9629|Ray Bradbury|8/1/1993
Dragonfly Books|9632|Ray Bradbury/Leo Dillon/Diane Dillon|9/14/2004
iBooks|9633|Ray Bradbury/Dave Gibbons/Richard Corben/Mike Mignola|6/21/2012
Harper Perennial|9635|Sam Weller|2/21/2006
William Morrow Paperbacks|9638|Ray Bradbury|7/26/2005
Everyman's Library Classics|9639|George Orwell/John Carey|10/15/2002
Penguin Books|9644|George Orwell|9/6/2005
Harcourt  Inc.(Harvest Book)|9646|George Orwell/Lionel Trilling|10/22/1980
Penguin Books Ltd|9648|George Orwell|10/26/2000
Mariner Books|9652|George Orwell/Richard H. Rovere|3/8/1961
Everyman's Library|9653|Italo Calvino/William Weaver/Peter Washington|6/1/1993
Tarcherperigee|9657|Erica Jong|8/3/2006
Tarcherperigee|9659|Erica Jong|9/7/2006
Tarcherperigee|9660|Erica Jong/Anthony Burgess|7/6/2006
Tarcherperigee|9666|Erica Jong|1/1/2007
Tarcherperigee|9669|Erica Jong|5/10/2007
W. W. Norton  Company|9677|Erica Jong|5/17/2003
Dell|9681|Erica Jong|3/1/1988
Theatre Communications Group|9696|Jessica Hagedorn|12/1/2002
Farrar  Straus and Giroux|9704|Stephen Kinzer|9/4/2002
Vintage International|9712|Gabriel García Márquez/Edith Grossman|10/5/2003
