a_authors|a_authrating
Lidia Matticchio Bastianich/Jay Jacobs|4.14
Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer|4.21
Lilian Jackson Braun|3.945
Lin Carter|3.6
Lincoln Child|3.83
Linda  Anderson|3.44
Linda Francis Lee|3.62
Linda Glaser/Glaser Linda/Susan Swan|3.64
Linda Hall|3.66
Linda Howard|3.93
Linda Jones|3.8
Linda Lael Miller|4.135
Linda Lael Miller/Alison Kent/Lucy Monroe/Jill Shalvis/Susanna Carr/Morgan Leigh|3.89
Linda Lay Shuler|4.03
Linda Lear|4.03
Linda Turner|3.57
Lindsey Davis|3.94
Lindsey Davis/Mary Cutler/Anton Lesser/Fritha Goodey|3.94
Lionel Trilling/E.M. Forster|3.51
Lisa Carey|3.77
Lisa Chaney|3.91
Lisa Gardner|4.16
Lisa Gardner/Anna Fields|3.96
Lisa Jackson|3.9
Lisa Lowe|4.0
Lisa McCourt/Cyd Moore|4.235
Lisa S.  French|4.0
Lisa See|3.835
Lisa Trumbauer/Emily Fiegenshuh|4.33
Lisa Unger|3.68
Lisa Wheeler/Ponder Goembel|4.07
Lisa Whelchel/Stormie Omartian|3.93
Livy/Aubrey de Sélincourt/Betty Radice|4.14
Liz Carlyle|3.84
Liz Palika|3.57
Liza Dalby|4.0
Lizzie Collingham|3.9
Lloyd Alexander|4.054
Lloyd P. Gerson|4.36
Logan Swanson/Richard Matheson|3.25
Lois Beckwith|4.03
Lois Gladys Leppard|3.925
Lois H. Gresh/Robert E. Weinberg|3.42
Lois Lenski|3.47666666666667
Lois Lenski/Heidi Kilgras|3.94
Lois Lowry|3.932
Lois Lowry/Diane deGroat|3.71
Lois Lowry/True Kelley|3.93
Lois N. Magner/Magner|4.53
Lolita Files|3.79
Lonely Planet/Mark Honan|0.0
Lonely Planet/Sarah Johnstone/Steve Fallon|3.83
Lonely Planet/Sarah Johnstone/Tom Masters|4.03
Lonn M. Friend|3.58
Lora Leigh|4.21
Lora Leigh/Sherri L. King/Lorie O'Clare/Jaci Burton|4.13
Lord Dunsany/John Gregory Betancourt/Lin Carter|3.79
Lord Dunsany/Neil Gaiman|3.84
Lord Dunsany/S.T. Joshi|4.12
Lord Dunsany/Sidney H. Sime|4.01
Loree Lough|3.78
Lori Avocato/Dana Cameron/Mary Dahiem/Suzanne Macpherson/Cait London/Kerrelyn Sparks/Mary Daheim|3.98
Lori Foster/Erin McCarthy/Morgan Leigh|3.73
Lori Fulton/Brian Campbell/Linda Gregg|3.64
Lorna Landvik|3.8125
Lorna Landvik/Mechtild Sandberg-Ciletti/Mechtild Ciletti|3.86
Lorrie Moore|4.03333333333333
Lotte H. Eisner|4.16
Lou Marinoff|3.41
Lou Priolo|4.25
Louann Brizendine|3.83
Louis Begley|3.66
Louis E. Catron|3.67
Louis L'Amour|4.07
Louis Menand|4.07
Louis P. Pojman|3.94
Louis Sachar|3.91714285714286
Louis Sachar/Adam McCauley|4.15
Louis de Bernières|4.07
Louis-Ferdinand Céline/Ralph Manheim/William T. Vollmann|4.23
Louisa May Alcott|3.918
Louisa May Alcott/C. Michael Dudash/Stephen W. Hines|3.815
Louisa May Alcott/Elaine Showalter|4.33
Louisa May Alcott/Jame's Prunier/Laura Cangemi|3.98
Louisa May Alcott/James Bernardin|3.71
Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill|4.07
Louisa May Alcott/Kerry A. Graves|3.91
Louisa May Alcott/Paula Danziger|4.07
Louisa May Alcott/Sarah Elbert|3.94
Louisa May Alcott/Scott McKowen|4.07
Louise Bates Ames/Frances L. Ilg/Carol C. Haber/Betty David|3.86
Louise Borden/Allan Drummond|4.11
Louise DeSalvo/Mitchell Alexander Leaska/Vita Sackville-West/Virginia Woolf|4.27
Loung Ung|4.35
Luanne Rice|4.06
Lucas Carlson/Leonard Richardson|3.84
Lucille Colandro/Jared Lee/Skip Hinnant|3.85
Ludovico Ariosto/Barbara Reynolds|4.23
Ludovico Ariosto/Guido Waldman|4.02
Ludwig Wittgenstein/David Pears/Brian McGuinness/Bertrand Russell|4.07
Ludwig Wittgenstein/G.E.M. Anscombe|4.23
Ludwig Wittgenstein/G.E.M. Anscombe/George Henrik von Wright|4.16
Ludwig Wittgenstein/Rush Rhees|4.14
Luigi  Barzini/L.P. De Castelvecchio|3.79
Luigi Barzini/Joan Emerson|3.83
Luigi Pirandello/Henry Reed|3.92
Luigi Pirandello/Mark Musa|3.95
Luigi Pirandello/Robert Rietty/Julian Mitchell/John Linstrum|3.74
Luigi Pirandello/Stanley Appelbaum|3.85
Luigi Pirandello/Tom Stoppard|3.91
Luigi Pirandello/William Weaver/Charles Simic|4.03
Luigi Pirandello/William Weaver/Samuel Putnam|4.1
Luis Fernando Verissimo/Margaret Jull Costa|3.81
Luis Sepúlveda/Chris Andrews|3.77
Luis Sepúlveda/Chris Sheban|4.14
Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden|4.14
Luis Vélez de Guevara|3.06
Luke Davies|4.09
Luke Welling/Laura Thomson|3.96
Lyle Saxon/Edward Dreyer/Robert Tallant|4.04
Lyman S. Spitzer Jr.|4.25
Lyn Macdonald|4.26
Lynda Barry|4.16
Lynda La Plante|3.92
Lynda Madison/Bonnie Timmons/Norm Bendell|4.16
Lynda Milligan/Nancy J. Smith|4.285
Lynn Keller/Lynn Keller|4.4
Lynn Kurland|4.09
Lynn Setzer|3.71
Lynn Willis/Brian M. Sammons/Adam Gauntlett/William Dietze/Greg Henrikson/Charles P. Zaglanis/J. Gordon Olmstead-Dean/M.J. Lempert/James Crowder|3.71
Lynne Ann DeSpelder/Albert Lee Strickland|3.77
Lynne Rae Perkins|3.34
Lynne Truss|3.33
Lynne Truss/Bonnie Timmons|4.15
Lynnette Khalfani|3.74
Lynsay Sands|4.02583333333334
M. John Harrison|3.6
M. Scott Peck|4.015
M.C. Beaton|3.81111111111111
M.J. Trow|3.57
M.M. Kaye|4.11285714285714
Madeleine Brent|4.155
Madeleine L'Engle|4.00857142857143
Madeleine L'Engle/Giotto di Bondone|4.25
Madeleine L'Engle/Mary Chambers|3.98
Maeve Binchy|3.838125
Maeve Binchy/René Huigen/Frans Thomése|4.03
Maeve Binchy/Wendy Shea|3.53
Maggie Black/Deirdre Le Faye|3.93
Maggie Shayne|4.25
Maile Meloy|3.6
Maki Murakami|3.99
Makoto Inoue/Hiromu Arakawa/Alexander O. Smith/Rich Amtower|4.57
Malcolm Barber|3.84
Malcolm Gladwell|3.94
Malcolm Godwin|3.48
Malcolm Lowry|3.79
Malcolm X/George Breitman|4.46
Malvina G. Vogel/Alexandre Dumas|4.08
Malvina G. Vogel/Arthur Conan Doyle|4.51
Malvina G. Vogel/Charles Dickens|4.36
Mamiko Murakami/Ernest Reiss|3.54
Mandy Aftel|4.09
Mansur Abdulin/Artem Drabkin|4.1
Manuel Rivas|3.36
Manuela Soares/Judy Grahn/Nisa Donnelly|3.62
Mao Zedong|4.2
Marc Andreyko/Javier Pina/Jesus Saiz/Brad Walker|3.9
Marc Bloch/Peter Putnam/Joseph Reese Strayer|4.05
Marc Eliot|3.85
Marc J.  Seifer/William H. Terbo|3.78
Marc Platt|3.22
Marcel Proust|4.03
Marcel Proust/C.K. Scott Moncrieff|4.14
Marcel Proust/C.K. Scott Moncrieff/Elizabeth Dalton|4.14
Marcel Proust/C.K. Scott Moncrieff/Frederick A. Blossom/Joseph Wood Crutch|4.34
Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin|4.55
Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright|4.36
Marcel Proust/Christopher Prendergast/John Sturrock|4.35
Marcel Proust/Ian Patterson/Christopher Prendergast|4.49
Marcel Proust/James Grieve|4.4
Marcel Proust/James Grieve/Christopher Prendergast|4.4
Marcel Proust/Lydia Davis|4.14
Marcel Proust/Lydia Davis/Christopher Prendergast|4.14
Marcel Proust/Mark Treharne/Christopher Prendergast|4.3
Marcel Proust/Sylvia Townsend Warner|4.06
Marcella Hazan|4.48
Marcella Hazan/Karin Kretschmann|4.16
Marcia Angell|3.95
Marco Polo/Howard Mittelmark/Milton Rugoff|3.58
Marcus Aurelius/Martin Hammond/Albert Wittstock/Diskin Clay|4.23
Marcus J. Borg|4.125
Marcus Tullius Cicero/Walter Miller|3.96
Marcy Kelman/Nadeem Zaidi/Andy Mastrocinque|3.68
Margaret  Rose/Heather Rose Jones|3.32
Margaret A. Weitekamp|3.82
Margaret Atwood|3.915
Margaret Atwood/Laurel Merlington|3.7
Margaret Atwood/Valerie Martin|4.11
Margaret Bertha Synge|3.5
Margaret Cho|3.69
Margaret Feinberg/Norman Rockwell|4.36
Margaret George|4.16333333333333
Margaret Hodges/Trina Schart Hyman|4.18
Margaret Johnson/Philip Prowse|3.41
Margaret MacMillan/Richard Holbrooke|4.08
Margaret Mitchell|4.29
Margaret Peterson Haddix|4.02
Margaret Sanborn|3.96
Margaret Shepherd/Penny Carter/Sharon Hogan|3.58
Margaret Sidney|4.03
Margaret Sidney/Barbara Cooney|3.92
Margaret Thaler Singer/Robert Jay Lifton|3.95
Margaret Truman|3.67666666666667
Margaret Weis|4.00333333333333
Margaret Weis/Don Perrin|4.05
Margaret Weis/Esther M. Friesner/Roger Zelazny/Bruce Holland Rogers/Robin Wayne Bailey/Janet Pack/Lawrence Schimel/Jody Lynn Nye/Janet Asimov/Lisa Mason/Jane Lindskold/Mickey Zucker Reichert/Lawrence Watt-Evans/Peter Crowther/Gary A. Braunbeck/Connie Hirsch/Tobin Larson/Kevin T. Stein|3.4
Margaret Weis/Jane Lindskold/Linda Baker/Kathleen M. Massie-Ferch/Cynthia Ward/Lawrence C. Connolly/John Tigges/Kate Novak/Janet Pack/James Reasoner/Livia Reasoner/Nick O'Donohoe/Anne Yvonne Gilbert/Linda Mannheim/Nancy Springer/Gary A. Braunbeck/Jo Clayton/Robyn McGrew/Kevin T. Stein/Felicia Dale/Russell          Davis|3.56
Margaret Weis/Janet Pack/Bruce Holland Rogers/Nina Kiriki Hoffman/Tanya Huff/Linda P. Baker/Michelle Sagara West/Nancy Varian Berberick/Mark A. Garland/Lawrence Schimel/Donald J. Bingle/Jane Lindskold/Kristine Kathryn Rusch/Edward Carmien/Jean-François Podevin/Robyn McGrew/Carrie Channell|3.39
Margaret Weis/Lizz Weis|3.15
Margaret Weis/Tracy Hickman|3.89521739130435
Margaret Weis/Tracy Hickman/Adam Lesh|4.02
Margaret Weis/Tracy Hickman/Aron Eisenberg|3.89
Margaret Weis/Tracy Hickman/Aron Eisenberg/Jean Rabe/Richard A. Knaak/Douglas Niles/Paul B. Thompson|3.69
Margaret Weis/Tracy Hickman/Barbara Siegel/Scott Siegel/Roger E. Moore/Warren B. Smith/Nick O'Donohoe/Richard A. Knaak/Nancy Varian Berberick/Mary L. Kirchoff/Michael   Williams|3.74
Margaret Weis/Ursula K. Le Guin/Roger Zelazny/Christopher Stasheff/Mercedes Lackey/Ray Bradbury/Andre Norton/Jack Vance/Raymond E. Feist/C.J. Cherryh/Fritz Leiber/Melanie Rawn/Marion Zimmer Bradley/Larry Niven/Zenna Henderson/Greg Bear/Orson Scott Card/Katherine Kurtz/Joe Haldeman/Robert Silverberg/F. Paul Wilson/Keith Birdsong|3.58
Margaret Weiss/Gabrielle Weiss/Lily Trokenberg Hechtman|3.4
Margaret Wise Brown/Clement Hurd|3.925
Margery Clark/Maud Petersham/Miska Petersham|4.37
Margery Facklam/Sylvia Long/Liliana Valenzuela|3.78
Margo Daly/David Leffman/Anne Dehne/Chris   Scott|3.93
Margo Maine/Craig  Johnson|3.57
Margo Maine/Craig L. Johnson|3.57
Margot Adler|4.02
Margot Theis Raven/Jeannie Brett|4.0
Marguerite Duras|3.6675
Marguerite Duras/Barbara Bray|3.8
Marguerite Duras/Richard Seever|3.66
Marguerite Henry/Wesley Dennis|4.05
Marguerite Yourcenar/Grace Frick|4.25
Mari Mancusi|3.79
Maria Antonia Garcés|3.14
Maria Coffey/Thomas Hornbein|3.88
Maria Skobtsova/Richard Pevear|4.31
Marian Keyes|3.77625
Marian Keyes/Roxane Azimi|3.95
Marianna Mayer/Kinuko Y. Craft|4.32
Marianna Mayer/Walter Scott/John Rush|3.96
Marianne Sturman|3.61
Marianne Sturman/Leo Tolstoy|3.85
Marianne Williams/Caroline Fitzgerald|3.72
Marianne Williamson|4.28
Marie McSwigan/Mary Reardon|3.97
Mariel Hemingway|3.89
Marilyn Herbert/Miriam Toews|4.0
Marilyn Johnson|3.41
Marilyn Manson/Neil Strauss|3.89
Marilyn Manson/Neil Strauss/Gilles Vaugeois|3.89
Marilyn Sadler/Roger Bollen|3.87
Marilynne Robinson|3.82
Marina Belozerskaya|3.53
Mario Puzo|3.716
Mario Puzo/Peter Bart/Robert Thompson|4.37
Mario Vargas Llosa|3.92
Marion Crawford/Jennie Bond|4.03
Marion Woodman/Elinor Dickson|4.24
Marion Zimmer Bradley/Davina Porter|4.12
Marion Zimmer Bradley/Diana L. Paxson|3.86
Marisabina Russo|4.13
Marisha Pessl|3.71
Marissa Moss|4.015
Marjane Satrapi|3.86
Marjane Satrapi/Anjali Singh|4.05
Marjane Satrapi/Mattias Ripa|4.25
Marjorie Garber|4.38
Marjorie Weinman Sharmat/Mitchell Sharmat/Denise Brunkus|3.72
Mark      Stevens/Carol Bloom Stevens|3.97
Mark  Hunter/Ian Lemke|3.36
Mark Allen Weiss|3.86
Mark Bailey/Edward Hemingway|3.9
Mark Behr|3.8
Mark Bittman|3.94
Mark Bowden|4.28
Mark Bowden/Otto Penzler/Thomas H. Cook/S.C. Gwynne/Paige Williams/Mary Battiata/Howard Blum/John Connolly/Richard Rubin/Chuck Hustmyre/David Friedman/Denise Grollmus/Deanne Stillman/Jeffrey Toobin/Skip Hollandsworth/Jimmy Breslin/John Heilemann/Mark Jacobson/Robert Nelson|4.0
Mark Cahill|4.13
Mark Cohen|3.67
Mark Crispin Miller|3.56
Mark Dunn|3.85
Mark Epstein|3.99
Mark Epstein/Charlie Conrad|3.9
Mark Fainaru-Wada/Lance Williams|3.81
Mark Haddon|3.785
Mark Haddon/Peter   Sutton|3.57
Mark Harlan|3.82
Mark Helprin|3.5
Mark Hertsgaard|4.16
Mark Hoppus/Anne Hoppus/Alex Gaskarth|4.39
Mark Kermode/Rob White|4.43
Mark Kurlansky|3.72
Mark Kurlansky/Dalai Lama XIV|4.0
Mark Kurlansky/S.D. Schindler|3.995
Mark LeVine/Michael Pollan/Stephen M. Pollan|2.5
Mark Lewisohn/Peter  Guzzardi|4.39
Mark Leyner/Billy Goldberg|3.55
Mark Manning|3.96
Mark Mazower|4.27
Mark Mittelberg/Lee Strobel|3.75
Mark Nepo|4.31
Mark Nesbitt|4.03
Mark O'Shea/Tim Halliday/Jonathan Metcalf|4.0
Mark Rothko/Miguel López-Remiro|3.84
Mark S. Smith/Patrick D. Miller|4.03
Mark Shepard|3.62
Mark Smylie|4.055
Mark Stevens/Annalyn Swan|4.11
Mark Steyn|4.13
Mark T. Conard/Aeon J. Skoble/Tom Morris/William Irwin|3.75
Mark Twain|4.0375
Mark Twain/Bernard DeVoto/Henry Nash Smith|4.21
Mark Twain/Charles Neider|4.22
Mark Twain/Dave Eggers|3.86
Mark Twain/David Lionel Smith/Sherley Anne Williams|3.79
Mark Twain/E.W. Kemble|3.82
Mark Twain/George Saunders|3.82
Mark Twain/Grover Gardner|3.86
Mark Twain/Guy Cardwell/John Seelye|3.91
Mark Twain/Guy Cardwell/John Seelye/Walter Trier|3.82
Mark Twain/Guy Cardwell/Louis J. Budd|4.06
Mark Twain/Henry B. Wonham|3.89
Mark Twain/Lee Nelson|3.57
Mark Twain/Lin Salamo/Victor Fischer/Michael B. Frank|3.86
Mark Twain/Louis J. Budd|4.34
Mark Twain/Michael J. Kiskis|3.8
Mark Twain/Michael Patrick Hearn/E.W. Kemble|3.82
Mark Twain/Michael Prichard|3.79
Mark Twain/Paul Baender/Dahlia Armon/Walter Blair|3.85
Mark Twain/Peter Coveney|3.82
Mark Twain/Richard P. Wasowski|3.82
Mark Twain/Scott McKowen|3.91
Mark Twain/Scott McKowen/Arthur Pober|3.82
Mark Twain/Shelly Fisher Fishkin|4.08
Mark Twain/Susan K. Harris|4.38
Mark Vonnegut/Kurt Vonnegut Jr.|3.87
Mark Waid/Alex Ross/Elliot S. Maggin|4.25
Mark Waid/Mike Wieringo|3.95
Mark Waid/Mike Wieringo/Howard Porter|3.92
Mark Waid/Oscar Jimenez/Humberto Ramos/José Marzán Jr./Wayne Faucher|3.93
Mark Waid/Paco Medina|3.28
Mark Waid/Scott Peterson/Howard Porter/Dennis Janke/Phil Jimenez/J.H. Williams III/John Stokes/Mick Gray/Dan           Green|3.12
Mark Wigan|3.62
Mark Yarnell/Rene Reid Yarnell/Richard  Poe|4.04
Mark Z. Danielewski|3.78333333333333
Mark Z. Danielewski/Christophe Claro|4.1
Mark Zwonitzer/Charles Hirshberg|4.28
Markus Zusak|3.54
Markus Zusak/Cao Xuân Việt Khương|4.37
Markus Zusak/Emmanuel Pailler|4.07
Markus Zusak/Stig Wemyss|3.84
Marlene Targ Brill/Lerner Publishing Group|3.96
Marlo Morgan|3.79
Marsha Collier|3.5825
Marshall McLuhan/Eric McLuhan/Frank Zingrone|4.05
Marshall McLuhan/Quentin Fiore/Jerome Agel|3.94
Marshall McLuhan/W. Terrence Gordon/Philip B. Meggs|4.12
Marshall Sahlins|3.7975
Marta Acosta|3.695
Martha Grimes|3.825
Martha Hailey DuBose/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober|4.33
Martha Heineman Pieper/William J. Pieper|3.91
Marthe Le Van/Robert W. Ebendorf/Lark Books|4.23
Martin  Gilbert|4.225
Martin Amis|3.536
Martin Amis/Erroll McDonald|3.4
Martin E.P. Seligman|3.975
Martin Fowler/Kent Beck/Don Roberts/Erich Gamma|4.24
Martin Gardner|4.06
Martin H. Greenberg/Brittiany A. Koren/Brian Stableford/Mickey Zucker Reichert/Fiona Patton/Jim C. Hines/Esther M. Friesner/Donald J. Bingle/Alan Dean Foster/Devon Monk/Phaedra M. Weldon/Christina F. York/Jana Paniccia/Josepha Sherman/Susan Sizemore/Michael Jasper/Janny Wurts/Lisanne Norman|3.45
Martin H. Greenberg/Daniel Stashower|3.58
Martin H. Greenberg/Jack Nimersheim/Jane Yolen/Jack C. Haldeman II/Harry Turtledove/Laura Resnick/Mike Resnick/Karen Haber/Jane Lindskold/Lawrence Schimel/Barry N. Malzberg/Tanya Huff/Michelle Sagara West/Mark Aronson/Stefan R. Dziemianowicz/Jennifer Roberson/Kristine Kathryn Rusch/Elizabeth Ann Scarborough/Barbara Delaplace/Barb Jernigan/Blake Cahoon|3.62
Martin Heidegger/Albert Hofstadter|4.29
Martin Heidegger/Kenneth Maly/Parvis Emad|4.18
Martin Luther King Jr./Clayborne Carson|4.35
Martin Millar/Neil Gaiman|3.51
Martin S. Fridson/Charles Mackay/Joseph de La Vega|3.91
Martin Woodside/Jamel Akib/Arthur Pober/Jonathan Swift|3.97
Martine Agassi/Marieka Heinlen|4.04
Marvin Kaye|4.13
Marvin Kaye/Michael Swanwick/Orson Scott Card/Mercedes Lackey/Tanith Lee/Elizabeth Moon|3.77
Marvin N. Olasky/John R. Perry|3.15
Mary  Pacios|3.5
Mary  Stewart|4.06125
Mary  Stewart/Sandra Brown|4.03
Mary Alice Monroe|4.2
Mary Anna Evans|4.03
Mary Ashworth/H. Patricia Wakefield|3.4
Mary B. Collins|2.93
Mary B. Morrison|4.38
Mary Balogh|3.83
Mary Burton|3.81
Mary Daly|3.84
Mary Doria Russell|4.08
Mary Downing Hahn|4.07
Mary Ellen Snodgrass|3.5
Mary Engelbreit/Leonard S. Marcus|4.37
Mary Gaitskill|3.64
Mary Gordon|3.69
Mary Higgins Clark|3.79499999999999
Mary Higgins Clark/Angela Zeman/Noreen Ayres/Sally Cabot Gunning/Joseph Hansen/Sarah Shankman/Nancy Pickard/Eleanor Taylor Bland/Brendan DuBois/Edward D. Hoch/Loren D. Estleman|3.51
Mary Higgins Clark/Carol Higgins Clark|3.605
Mary Higgins Clark/Jan Maxwell|3.49
Mary Higgins Clark/Karin Dufner|3.87
Mary Higgins Clark/Wendell Minor|3.73
Mary Jane Maffini|4.0
Mary K. Baxter/T.L. Lowery|4.18
Mary Karr|3.93
Mary Kay Andrews|3.99
Mary Lawson|3.88
Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald|3.0
Mary McBride|4.1
Mary McCarthy|3.66
Mary O'Neill/John Wallner|4.31
Mary Oliver|4.36
Mary Pope Osborne/Homer/Troy Howell|3.96333333333333
Mary Pope Osborne/Natalie Pope Boyce/Salvatore Murdocca|4.05
Mary Pope Osborne/Salvatore Murdocca|3.94333333333333
Mary Pope Osborne/Troy Howell|4.11
Mary Pope Osborne/Troy Howell/Homer|4.09
Mary Roach|3.82
Mary S. Lovell|3.995
Mary Walton|3.95
Mary Westmacott/Agatha Christie|4.18
Mary Wollstonecraft Shelley|3.79
Mary Wollstonecraft Shelley/Anca Munteanu|3.79
Mary Wollstonecraft Shelley/J. Paul Hunter|3.79
Mary Wollstonecraft Shelley/Leonard Wolf/Christopher H. Bing|3.79
Mary Wollstonecraft Shelley/Margaret Brantley|3.79
Mary Wollstonecraft Shelley/Susan J. Wolfson|3.79
MaryAnn F. Kohl/Kim Solga/Rebecca Van Slyke|4.24
MaryJanice Davidson|3.85
MaryJanice Davidson/Susan Grant/P.C. Cast/Gena Showalter|3.73
Maryam Riess|3.4
Masakazu Katsura|3.75
Masaki Yamada/Yuji Oniki/Carl Gustav Horn|3.97
Masaki Yamada/Yuji Oniki/Carl Gustav Horn/Daigo Shinma/Keita Saeki/Mamoru Oshii/Shinji Maki|3.97
Masamune Shirow|4.03666666666667
Matt Braun|3.535
Matt Christopher|3.91
Matt Christopher/Harvey Kidder|3.87
Matt Keefe|3.85
Matt Ridley|4.04
Matt Ridley/Jesse Cohen/Alan Lightman/Joseph D'Agnese|3.85
Matt Riser/Martin Hsu|4.36
Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz|4.08
Matthew Barber/Elizabeth von Arnim|3.61
Matthew Bortolin|4.03
Matthew J. Gibney|3.55
Matthew Kneale|4.06
Matthew Pearl/Vicente Villacampa|3.38
Matthew Scully|4.16
Matthew Woodring Stover/George Lucas|4.14
Maud Hart Lovelace/Lois Lenski|4.1575
Maud Hart Lovelace/Rhoda R. Gilman|3.69
Maud Hart Lovelace/Vera Neville|4.232
Maureen Child|3.6
Maureen Johnson|3.55
Maureen Kelly/CliffsNotes/William Golding|3.95
Maurice Merleau-Ponty/Colin Smith|4.15
Maurice Sendak|4.22
Mavis Applewater|3.86
Max Allan Collins|3.83166666666667
Max Allan Collins/José Luis García-López/Steve Lieber/Josef Rubinstein/Rob Leigh/Bob Lappan|3.66
Max Allan Collins/Mike Flaherty|3.67
Max Allan Collins/Steve Lieber/Josef Rubinstein/Rob Leigh/José Luis García-López/Bob Lappan|3.55
Max Allan Collins/Terry Beatty|3.65
Max Barry|3.75666666666667
Max Beerbohm|3.88
Max Brooks|4.01
Max Eilenberg/Angela Barrett|4.37
Max Frisch|3.74
Max Lucado|4.25
Maxim Gorky/Avrahm Yarmolinsky/Moura Budberg|3.96
Maxine Hong Kingston|3.73
Maxine Swann|3.2
Maxwell Mackenzie|3.83
Maya Angelou|4.33
Maya Angelou/Jean-Michel Basquiat/Sara Jane Boyers|4.41
Maya Angelou/Linda Sunshine/Diego Rivera|4.42
Maya Gold|3.8
Mayu Shinjō|4.20333333333333
McDougal Littell/Douglas W. Carnine|2.0
Meg Cabot|3.73666666666667
Megan McDonald/Peter H. Reynolds|4.075
Megan Whalen Turner|4.055
Mel Odom|3.67
Melania G. Mazzucco/Virginia Jewiss|3.77
Melanie Rawn/Kate Elliott/Jennifer Roberson|3.82
Melinda Curtis|3.6
Melinda Haynes|3.69
Melinda Long/David Shannon|4.08
Melissa Kantor|3.66
Melissa M. Garcia|4.67
Melissa Wiley/Renée Graef|4.15
Melissa de la Cruz|3.81666666666667
Meljean Brook|3.53
Melody Carlson|3.49
Melody Malmberg/Walt Disney Company|4.32
Mercedes Lackey|4.03931034482757
Mercedes Lackey/Ellen Guon|3.95
Mercedes Lackey/Eric Flint/Dave Freer|3.86
Mercedes Lackey/Larry Dixon|3.98
Mercedes Lackey/Roberta Gellis|3.9
Mercedes Lackey/Rosemary Edghill|3.93333333333333
Mercedes Lackey/Rosemary Edghill/Sarah A. Hoyt/Tanya Huff/Fiona Patton/Janni Lee Simner/Mickey Zucker Reichert/Judith Tarr/Larry Dixon/Michael Z. Williamson/Nancy Asire/Richard Lee Byers/Brenda Cooper/Stephanie D. Shaver/Kate Paulk/Michael Longcor/Ben Ohlander|3.87
Mercedes Lackey/Tanith Lee/C.E. Murphy|3.78
Mercedes Lackey/Tanya Huff/Mickey Zucker Reichert/Michelle Sagara West/Gary A. Braunbeck/John Helfers/Elisabeth Waters/Lawrence Schimel/Mark Shepherd/Janni Lee Simner/Richard Lee Byers/Josepha Sherman/Larry Dixon/John Yezeguielian/Mel White/Stephanie D. Shaver/Kristin Schwengel/Ben Ohlander/Philip M. Austin|3.85
Mercer Mayer|4.62
Meredith Daneman|4.03
Meredith Fletcher|3.72
Merlin Donald|4.16
Merlin Holland|4.04
Merline Lovelace|3.61
Mervyn Peake|4.09
Mian Mian/Andrea Lingenfelter|3.32
Miasha|4.34
Michael      Casey/Redwood Kardon/Douglas Hansen|4.67
Michael     Lewis/Glenn Stout|3.75
Michael   Barber|3.72
Michael   Lewis|3.99166666666666
Michael  Howard/David LeBlanc|4.01
Michael  Wood|4.54
Michael A. Stackpole/Jan Strnad/Ryder Windham/Jordi Ensign/John Nadeau/Gary Erskine|3.88
Michael Azerrad|4.18
Michael B. Oren|3.98
Michael Baur/Steven Baur/James S. Spiegel|3.63
Michael C. Feathers|4.14
Michael C.J. Putnam|3.71
Michael Chabon|3.77
Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy|3.46
Michael Connelly|4.17777777777778
Michael Connelly/Buck Schirner|4.2
Michael Connelly/Dick Hill|4.155
Michael Connelly/Len Cariou|4.125
Michael Connelly/Otto Penzler|3.6
Michael Craft|3.8175
Michael Crichton|3.74666666666667
Michael Crichton/Anne-Marie Martin|3.63
Michael Crichton/Chris Noth/Anthony Heald|4.29
